open,high,low,close,volume,timestamp
71280.00000000,71288.23000000,71180.00000000,71186.00000000,79.69747000,1711929600000
71186.01000000,71255.93000000,71172.09000000,71220.01000000,26.45610000,1711929660000
71220.01000000,71220.01000000,71130.00000000,71155.92000000,50.57502000,1711929720000
71155.92000000,71223.08000000,71107.71000000,71223.07000000,57.85907000,1711929780000
71223.07000000,71249.57000000,71215.95000000,71233.42000000,18.37316000,1711929840000
71233.42000000,71236.50000000,71215.61000000,71224.58000000,12.80809000,1711929900000
71224.58000000,71224.58000000,71115.73000000,71141.99000000,37.40004000,1711929960000
71142.00000000,71178.00000000,71141.99000000,71154.67000000,13.25701000,1711930020000
71154.68000000,71154.68000000,71140.92000000,71140.93000000,8.75771000,1711930080000
71140.93000000,71194.00000000,71140.92000000,71193.99000000,15.85775000,1711930140000
71194.00000000,71194.00000000,71124.00000000,71126.58000000,18.32985000,1711930200000
71126.57000000,71149.99000000,71126.57000000,71149.99000000,11.07326000,1711930260000
71149.98000000,71149.99000000,71136.40000000,71136.40000000,5.54330000,1711930320000
71136.40000000,71154.45000000,71136.40000000,71154.44000000,9.65076000,1711930380000
71154.45000000,71154.45000000,71140.00000000,71140.01000000,12.00127000,1711930440000
71140.00000000,71170.00000000,71107.50000000,71130.48000000,22.81975000,1711930500000
71130.49000000,71136.00000000,71102.00000000,71131.94000000,29.86629000,1711930560000
71131.93000000,71157.20000000,71130.63000000,71140.82000000,9.16880000,1711930620000
71140.82000000,71174.00000000,71140.82000000,71174.00000000,8.25693000,1711930680000
71173.99000000,71184.30000000,71173.99000000,71184.29000000,7.54287000,1711930740000
71184.30000000,71184.30000000,71164.00000000,71184.27000000,23.82494000,1711930800000
71184.27000000,71184.28000000,71152.49000000,71152.50000000,11.72717000,1711930860000
71152.50000000,71174.58000000,71152.49000000,71174.58000000,27.81761000,1711930920000
71174.58000000,71183.91000000,71174.57000000,71181.21000000,14.45660000,1711930980000
71181.21000000,71181.22000000,71181.21000000,71181.21000000,1.99213000,1711931040000
71181.21000000,71181.22000000,71178.38000000,71178.38000000,6.46661000,1711931100000
71178.39000000,71178.39000000,71115.24000000,71121.51000000,24.01102000,1711931160000
71121.51000000,71121.52000000,71065.40000000,71068.67000000,36.80255000,1711931220000
71068.68000000,71079.32000000,71068.67000000,71078.00000000,16.01929000,1711931280000
71077.99000000,71078.00000000,71077.99000000,71078.00000000,7.04773000,1711931340000
71077.99000000,71084.00000000,71061.05000000,71084.00000000,10.20200000,1711931400000
71084.00000000,71117.82000000,71083.99000000,71117.82000000,19.64895000,1711931460000
71117.81000000,71117.82000000,71082.00000000,71093.99000000,8.92577000,1711931520000
71094.00000000,71094.00000000,71083.33000000,71088.31000000,10.94060000,1711931580000
71088.32000000,71088.32000000,71072.01000000,71079.11000000,8.45820000,1711931640000
71079.12000000,71079.12000000,71043.77000000,71043.77000000,12.70238000,1711931700000
71043.78000000,71043.78000000,70990.00000000,71008.40000000,37.60484000,1711931760000
71008.41000000,71013.89000000,70983.63000000,71013.89000000,14.51586000,1711931820000
71013.89000000,71024.51000000,71013.88000000,71024.51000000,7.38249000,1711931880000
71024.50000000,71037.01000000,71016.26000000,71016.27000000,7.58567000,1711931940000
71016.27000000,71016.27000000,70931.32000000,70972.00000000,33.95747000,1711932000000
70971.99000000,70972.00000000,70913.31000000,70913.31000000,21.07177000,1711932060000
70913.32000000,70913.32000000,70844.14000000,70900.00000000,29.97012000,1711932120000
70899.99000000,70927.98000000,70899.99000000,70927.98000000,20.29005000,1711932180000
70927.98000000,70930.60000000,70903.01000000,70919.74000000,18.13854000,1711932240000
70919.75000000,70923.60000000,70880.00000000,70923.60000000,18.19483000,1711932300000
70923.59000000,70998.95000000,70923.59000000,70968.40000000,68.33739000,1711932360000
70968.40000000,70996.17000000,70968.39000000,70992.51000000,7.24596000,1711932420000
70992.52000000,71061.20000000,70992.51000000,71061.20000000,13.86893000,1711932480000
71061.20000000,71065.99000000,71046.00000000,71050.88000000,7.18041000,1711932540000
71050.89000000,71050.89000000,71014.00000000,71016.39000000,13.67502000,1711932600000
71016.40000000,71016.40000000,71000.05000000,71000.05000000,4.80477000,1711932660000
71000.06000000,71000.06000000,71000.01000000,71000.02000000,2.12965000,1711932720000
71000.01000000,71060.00000000,71000.01000000,71054.01000000,20.28485000,1711932780000
71054.00000000,71054.01000000,71046.00000000,71048.01000000,13.87636000,1711932840000
71048.01000000,71052.00000000,71026.00000000,71051.99000000,15.10241000,1711932900000
71051.99000000,71067.57000000,71051.99000000,71052.01000000,10.83227000,1711932960000
71052.01000000,71126.50000000,71052.00000000,71123.28000000,21.00532000,1711933020000
71123.29000000,71134.17000000,71123.28000000,71134.16000000,4.20084000,1711933080000
71134.17000000,71152.87000000,71134.16000000,71152.86000000,9.06582000,1711933140000
71152.86000000,71161.76000000,71121.50000000,71121.51000000,20.91476000,1711933200000
71121.51000000,71172.08000000,71121.50000000,71172.08000000,11.66588000,1711933260000
71172.08000000,71172.08000000,71115.75000000,71119.99000000,16.08293000,1711933320000
71120.00000000,71127.10000000,71119.99000000,71122.45000000,6.55705000,1711933380000
71122.45000000,71122.46000000,71113.99000000,71114.00000000,7.85080000,1711933440000
71114.00000000,71129.56000000,71113.99000000,71129.55000000,8.43178000,1711933500000
71129.55000000,71129.56000000,71116.08000000,71126.00000000,5.65407000,1711933560000
71126.00000000,71126.00000000,71060.00000000,71060.00000000,11.09759000,1711933620000
71060.01000000,71074.35000000,71050.00000000,71050.01000000,10.88909000,1711933680000
71050.00000000,71080.00000000,71049.93000000,71079.99000000,7.50705000,1711933740000
71079.99000000,71080.00000000,71059.93000000,71059.94000000,6.59962000,1711933800000
71059.94000000,71059.94000000,71045.18000000,71052.28000000,8.61415000,1711933860000
71052.27000000,71055.32000000,71010.00000000,71010.00000000,11.68523000,1711933920000
71010.00000000,71017.10000000,71010.00000000,71017.09000000,4.23006000,1711933980000
71017.09000000,71057.45000000,71017.09000000,71057.44000000,10.49358000,1711934040000
71057.45000000,71075.60000000,71053.10000000,71053.11000000,8.19044000,1711934100000
71053.10000000,71053.11000000,71000.01000000,71000.02000000,21.93174000,1711934160000
71000.01000000,71020.32000000,71000.01000000,71018.01000000,27.04823000,1711934220000
71018.01000000,71018.01000000,70980.12000000,70980.13000000,23.49642000,1711934280000
70980.13000000,70991.50000000,70962.00000000,70962.00000000,14.51535000,1711934340000
70962.00000000,70962.01000000,70960.00000000,70960.00000000,7.40602000,1711934400000
70960.01000000,70967.10000000,70952.90000000,70952.90000000,9.58238000,1711934460000
70952.90000000,70974.19000000,70952.90000000,70974.19000000,12.74249000,1711934520000
70974.19000000,71006.00000000,70974.18000000,71006.00000000,13.46812000,1711934580000
71005.99000000,71087.90000000,71005.99000000,71042.59000000,24.64699000,1711934640000
71042.59000000,71047.09000000,71012.38000000,71016.65000000,19.16013000,1711934700000
71016.65000000,71036.00000000,70996.92000000,71015.74000000,14.66999000,1711934760000
71015.74000000,71028.41000000,70999.22000000,71012.01000000,12.05686000,1711934820000
71012.01000000,71025.09000000,70969.35000000,70969.36000000,16.18534000,1711934880000
70969.35000000,70969.36000000,70941.18000000,70948.26000000,8.82100000,1711934940000
70948.27000000,70970.00000000,70941.18000000,70969.99000000,9.09605000,1711935000000
70970.00000000,71027.60000000,70969.99000000,71027.59000000,15.46996000,1711935060000
71027.60000000,71040.00000000,71027.59000000,71040.00000000,12.52209000,1711935120000
71040.00000000,71076.41000000,71039.99000000,71064.33000000,9.66131000,1711935180000
71064.34000000,71082.00000000,71060.06000000,71081.99000000,15.20579000,1711935240000
71082.00000000,71082.00000000,71027.10000000,71027.10000000,27.20189000,1711935300000
71027.11000000,71027.11000000,70985.28000000,70985.29000000,10.34877000,1711935360000
70985.29000000,71050.00000000,70985.28000000,71049.99000000,17.08156000,1711935420000
71050.00000000,71050.00000000,70930.00000000,70930.00000000,12.84902000,1711935480000
70930.01000000,70930.01000000,70829.45000000,70837.84000000,24.62862000,1711935540000
70837.83000000,70866.00000000,70837.83000000,70858.57000000,18.55295000,1711935600000
70858.57000000,70878.56000000,70832.00000000,70832.01000000,26.45814000,1711935660000
70832.01000000,70851.28000000,70832.00000000,70851.28000000,13.19415000,1711935720000
70851.27000000,70851.28000000,70818.75000000,70823.97000000,19.62650000,1711935780000
70823.97000000,70851.28000000,70823.96000000,70844.20000000,8.22457000,1711935840000
70844.19000000,70882.26000000,70844.19000000,70882.25000000,12.73013000,1711935900000
70882.25000000,70882.26000000,70810.30000000,70810.30000000,16.56088000,1711935960000
70810.30000000,70841.47000000,70810.30000000,70841.46000000,29.36428000,1711936020000
70841.46000000,70908.00000000,70841.46000000,70894.51000000,17.19502000,1711936080000
70894.51000000,70905.29000000,70880.00000000,70880.00000000,17.77558000,1711936140000
70880.00000000,70905.28000000,70872.42000000,70883.41000000,10.80126000,1711936200000
70883.41000000,70883.41000000,70815.00000000,70819.98000000,17.04904000,1711936260000
70819.99000000,70833.99000000,70809.31000000,70833.98000000,23.84463000,1711936320000
70833.98000000,70840.00000000,70818.01000000,70820.01000000,17.20872000,1711936380000
70820.01000000,70825.30000000,70807.60000000,70825.30000000,15.83044000,1711936440000
70825.30000000,70827.45000000,70818.21000000,70827.44000000,13.62916000,1711936500000
70827.45000000,70866.00000000,70819.02000000,70825.00000000,16.84275000,1711936560000
70824.99000000,70825.00000000,70820.00000000,70820.05000000,7.94267000,1711936620000
70820.04000000,70820.05000000,70820.04000000,70820.04000000,5.97296000,1711936680000
70820.04000000,70824.00000000,70794.12000000,70819.25000000,37.32342000,1711936740000
70819.26000000,70834.19000000,70794.13000000,70834.19000000,20.92034000,1711936800000
70834.18000000,70864.00000000,70834.18000000,70859.52000000,9.44398000,1711936860000
70859.53000000,70880.00000000,70859.52000000,70860.01000000,9.44339000,1711936920000
70860.00000000,70860.01000000,70836.00000000,70843.07000000,13.09906000,1711936980000
70843.07000000,70843.08000000,70815.84000000,70815.85000000,12.35784000,1711937040000
70815.86000000,70815.86000000,70801.01000000,70815.86000000,21.19495000,1711937100000
70815.85000000,70817.55000000,70800.00000000,70800.01000000,14.48155000,1711937160000
70800.00000000,70847.27000000,70786.00000000,70847.26000000,25.12732000,1711937220000
70847.26000000,70847.27000000,70813.20000000,70813.20000000,6.75804000,1711937280000
70813.21000000,70828.80000000,70813.20000000,70828.79000000,8.71226000,1711937340000
70828.79000000,70847.27000000,70828.79000000,70840.00000000,6.07615000,1711937400000
70840.00000000,70840.01000000,70823.93000000,70823.93000000,6.50449000,1711937460000
70823.93000000,70823.94000000,70823.93000000,70823.94000000,8.22201000,1711937520000
70823.93000000,70823.94000000,70823.93000000,70823.94000000,4.83481000,1711937580000
70823.94000000,70823.94000000,70823.93000000,70823.93000000,2.25038000,1711937640000
70823.94000000,70838.00000000,70823.93000000,70837.99000000,6.86239000,1711937700000
70838.00000000,70838.00000000,70801.04000000,70824.70000000,16.08481000,1711937760000
70824.70000000,70828.95000000,70810.63000000,70828.95000000,12.39105000,1711937820000
70828.95000000,70831.77000000,70828.87000000,70828.87000000,5.16429000,1711937880000
70828.87000000,70828.88000000,70828.87000000,70828.87000000,3.47276000,1711937940000
70828.88000000,70847.30000000,70828.87000000,70847.29000000,8.54114000,1711938000000
70847.29000000,70885.20000000,70847.29000000,70880.00000000,29.63421000,1711938060000
70880.00000000,70894.12000000,70848.26000000,70848.26000000,29.57239000,1711938120000
70848.27000000,70854.54000000,70848.26000000,70848.32000000,11.12328000,1711938180000
70848.31000000,70860.00000000,70840.01000000,70840.41000000,29.18804000,1711938240000
70840.40000000,70848.93000000,70840.40000000,70848.93000000,11.06075000,1711938300000
70848.93000000,70848.93000000,70835.68000000,70835.69000000,9.97219000,1711938360000
70835.68000000,70835.69000000,70835.65000000,70835.65000000,3.81593000,1711938420000
70835.65000000,70835.66000000,70821.45000000,70821.46000000,5.81147000,1711938480000
70821.46000000,70831.89000000,70821.46000000,70831.88000000,3.67281000,1711938540000
70831.89000000,70831.89000000,70822.27000000,70831.89000000,2.66944000,1711938600000
70831.89000000,70842.76000000,70815.00000000,70822.00000000,23.53023000,1711938660000
70822.00000000,70822.00000000,70814.61000000,70817.22000000,8.41581000,1711938720000
70817.22000000,70817.22000000,70800.00000000,70800.00000000,7.64832000,1711938780000
70800.00000000,70800.01000000,70766.03000000,70766.08000000,18.03908000,1711938840000
70766.09000000,70783.08000000,70766.08000000,70769.99000000,13.37906000,1711938900000
70770.00000000,70779.67000000,70769.99000000,70779.63000000,10.56311000,1711938960000
70779.64000000,70779.66000000,70770.00000000,70779.65000000,7.90024000,1711939020000
70779.66000000,70781.88000000,70759.39000000,70781.88000000,22.34036000,1711939080000
70781.88000000,70827.60000000,70781.87000000,70827.59000000,10.41783000,1711939140000
70827.60000000,70848.40000000,70823.50000000,70826.01000000,16.85144000,1711939200000
70826.00000000,70826.01000000,70804.78000000,70806.01000000,9.62210000,1711939260000
70806.01000000,70820.59000000,70806.00000000,70820.58000000,5.16543000,1711939320000
70820.58000000,70827.66000000,70820.58000000,70827.65000000,3.26878000,1711939380000
70827.66000000,70849.99000000,70827.65000000,70849.98000000,4.01028000,1711939440000
70849.98000000,70863.58000000,70849.98000000,70854.42000000,18.42376000,1711939500000
70854.43000000,70880.00000000,70854.42000000,70879.99000000,7.36673000,1711939560000
70879.99000000,70902.80000000,70879.99000000,70882.02000000,8.57098000,1711939620000
70882.01000000,70901.26000000,70882.01000000,70883.77000000,9.90391000,1711939680000
70883.77000000,70883.78000000,70872.86000000,70872.87000000,3.86182000,1711939740000
70872.87000000,70886.73000000,70872.86000000,70880.42000000,14.95623000,1711939800000
70880.42000000,70880.42000000,70870.83000000,70870.84000000,7.10791000,1711939860000
70870.83000000,70870.84000000,70865.46000000,70865.46000000,1.66522000,1711939920000
70865.46000000,70865.47000000,70865.46000000,70865.47000000,1.58643000,1711939980000
70865.46000000,70880.42000000,70865.46000000,70880.41000000,6.44103000,1711940040000
70880.41000000,70880.42000000,70864.38000000,70864.38000000,4.82801000,1711940100000
70864.39000000,70864.39000000,70855.80000000,70855.80000000,5.32096000,1711940160000
70855.81000000,70855.81000000,70855.73000000,70855.80000000,7.22731000,1711940220000
70855.80000000,70855.81000000,70855.80000000,70855.80000000,4.67915000,1711940280000
70855.80000000,70879.44000000,70855.80000000,70866.98000000,6.92830000,1711940340000
70866.99000000,70866.99000000,70850.19000000,70857.28000000,5.90330000,1711940400000
70857.27000000,70864.00000000,70857.27000000,70863.99000000,7.35190000,1711940460000
70864.00000000,70880.00000000,70863.99000000,70872.84000000,7.04315000,1711940520000
70872.84000000,70872.84000000,70850.00000000,70850.01000000,6.48990000,1711940580000
70850.01000000,70850.01000000,70850.00000000,70850.00000000,1.66780000,1711940640000
70850.01000000,70850.01000000,70830.00000000,70830.01000000,8.39953000,1711940700000
70830.00000000,70830.01000000,70820.00000000,70820.00000000,5.05785000,1711940760000
70820.01000000,70820.01000000,70807.00000000,70807.00000000,6.60576000,1711940820000
70807.00000000,70807.01000000,70727.51000000,70727.51000000,15.86731000,1711940880000
70727.52000000,70746.00000000,70727.51000000,70746.00000000,9.83148000,1711940940000
70745.99000000,70746.00000000,70729.20000000,70729.21000000,3.59747000,1711941000000
70729.21000000,70729.21000000,70716.43000000,70716.43000000,5.72808000,1711941060000
70716.44000000,70718.56000000,70716.43000000,70717.02000000,13.27534000,1711941120000
70717.02000000,70717.03000000,70716.42000000,70716.43000000,1.62043000,1711941180000
70716.42000000,70716.43000000,70705.88000000,70705.89000000,5.50293000,1711941240000
70705.89000000,70705.90000000,70705.88000000,70705.89000000,8.29726000,1711941300000
70705.90000000,70723.49000000,70705.89000000,70707.97000000,19.05384000,1711941360000
70707.97000000,70747.81000000,70707.95000000,70747.81000000,8.62986000,1711941420000
70747.80000000,70785.73000000,70747.80000000,70785.72000000,25.59076000,1711941480000
70785.73000000,70785.73000000,70747.80000000,70764.89000000,27.81151000,1711941540000
70764.88000000,70778.47000000,70764.88000000,70775.29000000,3.74050000,1711941600000
70775.29000000,70785.73000000,70767.76000000,70767.76000000,11.27334000,1711941660000
70767.77000000,70767.77000000,70757.77000000,70760.77000000,5.53433000,1711941720000
70760.77000000,70760.78000000,70748.51000000,70753.13000000,7.52988000,1711941780000
70753.13000000,70776.20000000,70753.12000000,70776.19000000,6.21706000,1711941840000
70776.20000000,70776.20000000,70753.12000000,70755.42000000,19.95210000,1711941900000
70755.42000000,70755.43000000,70706.00000000,70706.01000000,10.69355000,1711941960000
70706.00000000,70706.01000000,70680.00000000,70683.99000000,19.41634000,1711942020000
70684.00000000,70684.00000000,70597.54000000,70612.08000000,39.85673000,1711942080000
70612.09000000,70616.00000000,70556.15000000,70606.14000000,55.07986000,1711942140000
70606.13000000,70607.41000000,70557.20000000,70580.07000000,14.96444000,1711942200000
70580.07000000,70638.21000000,70580.06000000,70638.21000000,10.17161000,1711942260000
70638.20000000,70638.21000000,70613.43000000,70620.48000000,14.16462000,1711942320000
70620.48000000,70629.31000000,70561.41000000,70593.99000000,22.70324000,1711942380000
70593.99000000,70601.05000000,70582.83000000,70601.00000000,9.45977000,1711942440000
70601.00000000,70601.00000000,70556.12000000,70559.99000000,19.12655000,1711942500000
70560.00000000,70572.00000000,70559.99000000,70571.99000000,14.49165000,1711942560000
70571.99000000,70587.96000000,70571.99000000,70578.09000000,14.48235000,1711942620000
70578.08000000,70578.09000000,70559.10000000,70559.10000000,18.08033000,1711942680000
70559.10000000,70559.11000000,70550.00000000,70550.01000000,6.97176000,1711942740000
70550.01000000,70566.00000000,70520.51000000,70527.56000000,18.72354000,1711942800000
70527.56000000,70548.00000000,70527.55000000,70547.99000000,8.97230000,1711942860000
70547.99000000,70586.38000000,70547.99000000,70586.38000000,14.57923000,1711942920000
70586.37000000,70586.38000000,70570.86000000,70570.86000000,10.36276000,1711942980000
70570.86000000,70576.29000000,70562.40000000,70562.41000000,8.24663000,1711943040000
70562.41000000,70630.58000000,70562.40000000,70630.57000000,23.25627000,1711943100000
70630.58000000,70666.55000000,70610.74000000,70633.52000000,20.25943000,1711943160000
70633.52000000,70665.97000000,70633.51000000,70665.96000000,8.26467000,1711943220000
70665.97000000,70666.00000000,70642.00000000,70658.03000000,15.15529000,1711943280000
70658.04000000,70658.04000000,70627.45000000,70627.45000000,16.92441000,1711943340000
70627.45000000,70627.46000000,70600.00000000,70622.56000000,9.13782000,1711943400000
70622.56000000,70650.00000000,70616.64000000,70616.64000000,8.69601000,1711943460000
70616.64000000,70616.65000000,70608.40000000,70608.41000000,6.65938000,1711943520000
70608.40000000,70608.41000000,70587.58000000,70608.40000000,10.47641000,1711943580000
70608.40000000,70622.52000000,70608.40000000,70622.51000000,6.19640000,1711943640000
70622.51000000,70622.52000000,70608.41000000,70608.41000000,5.53175000,1711943700000
70608.42000000,70616.29000000,70594.58000000,70616.28000000,6.44083000,1711943760000
70616.28000000,70634.28000000,70616.28000000,70616.29000000,9.04657000,1711943820000
70616.28000000,70616.29000000,70602.00000000,70602.01000000,3.38888000,1711943880000
70602.01000000,70602.01000000,70588.00000000,70588.01000000,5.72964000,1711943940000
70588.01000000,70598.00000000,70560.00000000,70597.99000000,25.10031000,1711944000000
70597.99000000,70598.00000000,70560.00000000,70560.00000000,7.53083000,1711944060000
70560.00000000,70580.60000000,70560.00000000,70580.59000000,9.02887000,1711944120000
70580.60000000,70634.87000000,70580.59000000,70624.01000000,30.66594000,1711944180000
70624.00000000,70624.01000000,70616.94000000,70616.95000000,3.70648000,1711944240000
70616.94000000,70629.31000000,70616.94000000,70629.31000000,5.00651000,1711944300000
70629.31000000,70629.31000000,70617.94000000,70617.95000000,8.66064000,1711944360000
70617.95000000,70638.92000000,70617.94000000,70638.92000000,17.29511000,1711944420000
70638.91000000,70648.83000000,70638.91000000,70641.76000000,12.78944000,1711944480000
70641.76000000,70641.78000000,70641.76000000,70641.78000000,5.97511000,1711944540000
